000AD9A7, VCU_INV_Torque_Command, -338
000AE1ED, VCU_INV_Direction_Command, CCW
000AE1ED, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1ED, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1ED, VCU_INV_Speed_Mode_Enable, 1
000AE1ED, VCU_INV_Torque_Limit_Command, 1000.0
000AE1ED, VCU_INV_Torque_Command, -1000
000AE1ED, VCU_INV_Speed_Command, -1000
000AE1ED, VCU_INV_Direction_Command, CCW
000AE1ED, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1ED, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1ED, VCU_INV_Speed_Mode_Enable, 0
000AE1ED, VCU_INV_Torque_Limit_Command, 1000.0
000AE1ED, VCU_INV_Torque_Command, -999
000AE1ED, VCU_INV_Speed_Command, -999
000AE1ED, VCU_INV_Direction_Command, CCW
000AE1ED, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1ED, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1ED, VCU_INV_Speed_Mode_Enable, 1
000AE1ED, VCU_INV_Torque_Limit_Command, 1000.0
000AE1ED, VCU_INV_Torque_Command, -999
000AE1ED, VCU_INV_Speed_Command, -999
000AE1ED, VCU_INV_Direction_Command, CCW
000AE1ED, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1ED, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1ED, VCU_INV_Speed_Mode_Enable, 0
000AE1ED, VCU_INV_Torque_Limit_Command, 1000.0
000AE1ED, VCU_INV_Torque_Command, -999
000AE1ED, VCU_INV_Speed_Command, -999
000AE1ED, VCU_INV_Direction_Command, CCW
000AE1ED, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1ED, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1ED, VCU_INV_Speed_Mode_Enable, 1
000AE1ED, VCU_INV_Torque_Limit_Command, 1000.0
000AE1ED, VCU_INV_Torque_Command, -999
000AE1ED, VCU_INV_Speed_Command, -999
000AE1ED, VCU_INV_Direction_Command, CCW
000AE1ED, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1ED, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1ED, VCU_INV_Speed_Mode_Enable, 0
000AE1ED, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EE, VCU_INV_Torque_Command, -999
000AE1EE, VCU_INV_Speed_Command, -999
000AE1EE, VCU_INV_Direction_Command, CCW
000AE1EE, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1EE, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1EE, VCU_INV_Speed_Mode_Enable, 1
000AE1EE, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EE, VCU_INV_Torque_Command, -999
000AE1EE, VCU_INV_Speed_Command, -999
000AE1EE, VCU_INV_Direction_Command, CCW
000AE1EE, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1EE, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1EE, VCU_INV_Speed_Mode_Enable, 0
000AE1EE, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EE, VCU_INV_Torque_Command, -999
000AE1EE, VCU_INV_Speed_Command, -999
000AE1EE, VCU_INV_Direction_Command, CCW
000AE1EE, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1EE, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1EE, VCU_INV_Speed_Mode_Enable, 1
000AE1EE, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EE, VCU_INV_Torque_Command, -998
000AE1EE, VCU_INV_Speed_Command, -998
000AE1EE, VCU_INV_Direction_Command, CCW
000AE1EE, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1EE, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1EE, VCU_INV_Speed_Mode_Enable, 0
000AE1EE, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EE, VCU_INV_Torque_Command, -998
000AE1EE, VCU_INV_Speed_Command, -998
000AE1EE, VCU_INV_Direction_Command, CCW
000AE1EE, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1EE, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1EE, VCU_INV_Speed_Mode_Enable, 1
000AE1EE, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EE, VCU_INV_Torque_Command, -998
000AE1EE, VCU_INV_Speed_Command, -998
000AE1EE, VCU_INV_Direction_Command, CCW
000AE1EE, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1EE, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1EE, VCU_INV_Speed_Mode_Enable, 0
000AE1EE, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EE, VCU_INV_Torque_Command, -997
000AE1EE, VCU_INV_Speed_Command, -997
000AE1EE, VCU_INV_Direction_Command, CCW
000AE1EE, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1EE, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1EE, VCU_INV_Speed_Mode_Enable, 1
000AE1EE, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EE, VCU_INV_Torque_Command, -997
000AE1EE, VCU_INV_Speed_Command, -997
000AE1EE, VCU_INV_Direction_Command, CCW
000AE1EE, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1EE, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1EE, VCU_INV_Speed_Mode_Enable, 0
000AE1EE, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EE, VCU_INV_Torque_Command, -996
000AE1EE, VCU_INV_Speed_Command, -996
000AE1EE, VCU_INV_Direction_Command, CCW
000AE1EE, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1EE, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1EE, VCU_INV_Speed_Mode_Enable, 1
000AE1EE, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EE, VCU_INV_Torque_Command, -996
000AE1EE, VCU_INV_Speed_Command, -996
000AE1EE, VCU_INV_Direction_Command, CCW
000AE1EE, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1EE, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1EE, VCU_INV_Speed_Mode_Enable, 0
000AE1EE, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EF, VCU_INV_Torque_Command, -995
000AE1EF, VCU_INV_Speed_Command, -995
000AE1EF, VCU_INV_Direction_Command, CCW
000AE1EF, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1EF, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1EF, VCU_INV_Speed_Mode_Enable, 1
000AE1EF, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EF, VCU_INV_Torque_Command, -994
000AE1EF, VCU_INV_Speed_Command, -994
000AE1EF, VCU_INV_Direction_Command, CCW
000AE1EF, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1EF, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1EF, VCU_INV_Speed_Mode_Enable, 0
000AE1EF, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EF, VCU_INV_Torque_Command, -994
000AE1EF, VCU_INV_Speed_Command, -994
000AE1EF, VCU_INV_Direction_Command, CCW
000AE1EF, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1EF, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1EF, VCU_INV_Speed_Mode_Enable, 1
000AE1EF, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EF, VCU_INV_Torque_Command, -993
000AE1EF, VCU_INV_Speed_Command, -993
000AE1EF, VCU_INV_Direction_Command, CCW
000AE1EF, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1EF, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1EF, VCU_INV_Speed_Mode_Enable, 0
000AE1EF, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EF, VCU_INV_Torque_Command, -992
000AE1EF, VCU_INV_Speed_Command, -992
000AE1EF, VCU_INV_Direction_Command, CCW
000AE1EF, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1EF, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1EF, VCU_INV_Speed_Mode_Enable, 1
000AE1EF, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EF, VCU_INV_Torque_Command, -992
000AE1EF, VCU_INV_Speed_Command, -992
000AE1EF, VCU_INV_Direction_Command, CCW
000AE1EF, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1EF, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1EF, VCU_INV_Speed_Mode_Enable, 0
000AE1EF, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EF, VCU_INV_Torque_Command, -991
000AE1EF, VCU_INV_Speed_Command, -991
000AE1EF, VCU_INV_Direction_Command, CCW
000AE1EF, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1EF, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1EF, VCU_INV_Speed_Mode_Enable, 1
000AE1EF, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EF, VCU_INV_Torque_Command, -990
000AE1EF, VCU_INV_Speed_Command, -990
000AE1EF, VCU_INV_Direction_Command, CCW
000AE1EF, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1EF, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1EF, VCU_INV_Speed_Mode_Enable, 0
000AE1EF, VCU_INV_Torque_Limit_Command, 1000.0
000AE1EF, VCU_INV_Torque_Command, -989
000AE1EF, VCU_INV_Speed_Command, -989
000AE1EF, VCU_INV_Direction_Command, CCW
000AE1EF, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1EF, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1EF, VCU_INV_Speed_Mode_Enable, 1
000AE1EF, VCU_INV_Torque_Limit_Command, 1000.0
000AE1F0, VCU_INV_Torque_Command, -988
000AE1F0, VCU_INV_Speed_Command, -988
000AE1F0, VCU_INV_Direction_Command, CCW
000AE1F0, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1F0, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1F0, VCU_INV_Speed_Mode_Enable, 0
000AE1F0, VCU_INV_Torque_Limit_Command, 1000.0
000AE1F0, VCU_INV_Torque_Command, -987
000AE1F0, VCU_INV_Speed_Command, -987
000AE1F0, VCU_INV_Direction_Command, CCW
000AE1F0, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1F0, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1F0, VCU_INV_Speed_Mode_Enable, 1
000AE1F0, VCU_INV_Torque_Limit_Command, 1000.0
000AE1F0, VCU_INV_Torque_Command, -986
000AE1F0, VCU_INV_Speed_Command, -986
000AE1F0, VCU_INV_Direction_Command, CCW
000AE1F0, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1F0, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1F0, VCU_INV_Speed_Mode_Enable, 0
000AE1F0, VCU_INV_Torque_Limit_Command, 1000.0
000AE1F0, VCU_INV_Torque_Command, -985
000AE1F0, VCU_INV_Speed_Command, -985
000AE1F0, VCU_INV_Direction_Command, CCW
000AE1F0, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1F0, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1F0, VCU_INV_Speed_Mode_Enable, 1
000AE1F0, VCU_INV_Torque_Limit_Command, 1000.0
000AE1F0, VCU_INV_Torque_Command, -984
000AE1F0, VCU_INV_Speed_Command, -984
000AE1F0, VCU_INV_Direction_Command, CCW
000AE1F0, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1F0, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1F0, VCU_INV_Speed_Mode_Enable, 0
000AE1F0, VCU_INV_Torque_Limit_Command, 1000.0
000AE1F0, VCU_INV_Torque_Command, -983
000AE1F0, VCU_INV_Speed_Command, -983
000AE1F0, VCU_INV_Direction_Command, CCW
000AE1F0, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1F0, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1F0, VCU_INV_Speed_Mode_Enable, 1
000AE1F0, VCU_INV_Torque_Limit_Command, 1000.0
000AE1F0, VCU_INV_Torque_Command, -982
000AE1F0, VCU_INV_Speed_Command, -982
000AE1F0, VCU_INV_Direction_Command, CCW
000AE1F0, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE1F0, VCU_INV_Inverter_Discharge, Discharge Disable
000AE1F0, VCU_INV_Speed_Mode_Enable, 0
000AE1F0, VCU_INV_Torque_Limit_Command, 1000.0
000AE1F0, VCU_INV_Torque_Command, -981
000AE1F0, VCU_INV_Speed_Command, -981
000AE1F0, VCU_INV_Direction_Command, CCW
000AE1F0, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE1F0, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE1F0, VCU_INV_Speed_Mode_Enable, 1
000AE1F0, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D0, VCU_INV_Torque_Command, -979
000AE2D0, VCU_INV_Speed_Command, -979
000AE2D0, VCU_INV_Direction_Command, CCW
000AE2D0, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D0, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D0, VCU_INV_Speed_Mode_Enable, 0
000AE2D0, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D0, VCU_INV_Torque_Command, -978
000AE2D0, VCU_INV_Speed_Command, -978
000AE2D0, VCU_INV_Direction_Command, CCW
000AE2D0, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D0, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D0, VCU_INV_Speed_Mode_Enable, 1
000AE2D0, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D0, VCU_INV_Torque_Command, -977
000AE2D0, VCU_INV_Speed_Command, -977
000AE2D0, VCU_INV_Direction_Command, CCW
000AE2D0, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D0, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D0, VCU_INV_Speed_Mode_Enable, 0
000AE2D0, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D0, VCU_INV_Torque_Command, -975
000AE2D0, VCU_INV_Speed_Command, -975
000AE2D0, VCU_INV_Direction_Command, CCW
000AE2D0, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D0, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D0, VCU_INV_Speed_Mode_Enable, 1
000AE2D0, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D0, VCU_INV_Torque_Command, -974
000AE2D0, VCU_INV_Speed_Command, -974
000AE2D0, VCU_INV_Direction_Command, CCW
000AE2D0, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D0, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D0, VCU_INV_Speed_Mode_Enable, 0
000AE2D0, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D0, VCU_INV_Torque_Command, -973
000AE2D0, VCU_INV_Speed_Command, -973
000AE2D0, VCU_INV_Direction_Command, CCW
000AE2D0, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D0, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D0, VCU_INV_Speed_Mode_Enable, 1
000AE2D0, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D1, VCU_INV_Torque_Command, -971
000AE2D1, VCU_INV_Speed_Command, -971
000AE2D1, VCU_INV_Direction_Command, CCW
000AE2D1, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D1, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D1, VCU_INV_Speed_Mode_Enable, 0
000AE2D1, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D1, VCU_INV_Torque_Command, -970
000AE2D1, VCU_INV_Speed_Command, -970
000AE2D1, VCU_INV_Direction_Command, CCW
000AE2D1, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D1, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D1, VCU_INV_Speed_Mode_Enable, 1
000AE2D1, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D1, VCU_INV_Torque_Command, -968
000AE2D1, VCU_INV_Speed_Command, -968
000AE2D1, VCU_INV_Direction_Command, CCW
000AE2D1, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D1, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D1, VCU_INV_Speed_Mode_Enable, 0
000AE2D1, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D1, VCU_INV_Torque_Command, -967
000AE2D1, VCU_INV_Speed_Command, -967
000AE2D1, VCU_INV_Direction_Command, CCW
000AE2D1, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D1, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D1, VCU_INV_Speed_Mode_Enable, 1
000AE2D1, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D1, VCU_INV_Torque_Command, -965
000AE2D1, VCU_INV_Speed_Command, -965
000AE2D1, VCU_INV_Direction_Command, CCW
000AE2D1, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D1, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D1, VCU_INV_Speed_Mode_Enable, 0
000AE2D1, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D1, VCU_INV_Torque_Command, -963
000AE2D1, VCU_INV_Speed_Command, -963
000AE2D1, VCU_INV_Direction_Command, CCW
000AE2D1, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D1, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D1, VCU_INV_Speed_Mode_Enable, 1
000AE2D1, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D1, VCU_INV_Torque_Command, -962
000AE2D1, VCU_INV_Speed_Command, -962
000AE2D1, VCU_INV_Direction_Command, CCW
000AE2D1, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D1, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D1, VCU_INV_Speed_Mode_Enable, 0
000AE2D1, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D1, VCU_INV_Torque_Command, -960
000AE2D1, VCU_INV_Speed_Command, -960
000AE2D1, VCU_INV_Direction_Command, CCW
000AE2D1, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D1, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D1, VCU_INV_Speed_Mode_Enable, 1
000AE2D1, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D1, VCU_INV_Torque_Command, -958
000AE2D1, VCU_INV_Speed_Command, -958
000AE2D1, VCU_INV_Direction_Command, CCW
000AE2D1, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D1, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D1, VCU_INV_Speed_Mode_Enable, 0
000AE2D1, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D1, VCU_INV_Torque_Command, -956
000AE2D1, VCU_INV_Speed_Command, -956
000AE2D1, VCU_INV_Direction_Command, CCW
000AE2D1, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D1, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D1, VCU_INV_Speed_Mode_Enable, 1
000AE2D1, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D2, VCU_INV_Torque_Command, -954
000AE2D2, VCU_INV_Speed_Command, -954
000AE2D2, VCU_INV_Direction_Command, CCW
000AE2D2, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D2, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D2, VCU_INV_Speed_Mode_Enable, 0
000AE2D2, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D2, VCU_INV_Torque_Command, -952
000AE2D2, VCU_INV_Speed_Command, -952
000AE2D2, VCU_INV_Direction_Command, CCW
000AE2D2, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D2, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D2, VCU_INV_Speed_Mode_Enable, 1
000AE2D2, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D2, VCU_INV_Torque_Command, -951
000AE2D2, VCU_INV_Speed_Command, -951
000AE2D2, VCU_INV_Direction_Command, CCW
000AE2D2, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D2, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D2, VCU_INV_Speed_Mode_Enable, 0
000AE2D2, VCU_INV_Torque_Limit_Command, 1000.0
000AE2D2, VCU_INV_Torque_Command, -949
000AE2D2, VCU_INV_Speed_Command, -949
000AE2D2, VCU_INV_Direction_Command, CW
000AE2D2, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D2, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D2, VCU_INV_Speed_Mode_Enable, 1
000AE2D2, VCU_INV_Torque_Limit_Command, 980.0
000AE2D2, VCU_INV_Torque_Command, -947
000AE2D2, VCU_INV_Speed_Command, -947
000AE2D2, VCU_INV_Direction_Command, CW
000AE2D2, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D2, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D2, VCU_INV_Speed_Mode_Enable, 0
000AE2D2, VCU_INV_Torque_Limit_Command, 960.0
000AE2D2, VCU_INV_Torque_Command, -945
000AE2D2, VCU_INV_Speed_Command, -945
000AE2D2, VCU_INV_Direction_Command, CW
000AE2D2, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D2, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D2, VCU_INV_Speed_Mode_Enable, 1
000AE2D2, VCU_INV_Torque_Limit_Command, 940.0
000AE2D2, VCU_INV_Torque_Command, -942
000AE2D2, VCU_INV_Speed_Command, -942
000AE2D2, VCU_INV_Direction_Command, CW
000AE2D2, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D2, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D2, VCU_INV_Speed_Mode_Enable, 0
000AE2D2, VCU_INV_Torque_Limit_Command, 920.0
000AE2D2, VCU_INV_Torque_Command, -940
000AE2D2, VCU_INV_Speed_Command, -940
000AE2D2, VCU_INV_Direction_Command, CW
000AE2D2, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D2, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D2, VCU_INV_Speed_Mode_Enable, 1
000AE2D2, VCU_INV_Torque_Limit_Command, 900.0
000AE2D2, VCU_INV_Torque_Command, -938
000AE2D2, VCU_INV_Speed_Command, -938
000AE2D2, VCU_INV_Direction_Command, CW
000AE2D2, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D2, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D2, VCU_INV_Speed_Mode_Enable, 0
000AE2D2, VCU_INV_Torque_Limit_Command, 880.0
000AE2D3, VCU_INV_Torque_Command, -936
000AE2D3, VCU_INV_Speed_Command, -936
000AE2D3, VCU_INV_Direction_Command, CW
000AE2D3, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D3, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D3, VCU_INV_Speed_Mode_Enable, 1
000AE2D3, VCU_INV_Torque_Limit_Command, 860.0
000AE2D3, VCU_INV_Torque_Command, -934
000AE2D3, VCU_INV_Speed_Command, -934
000AE2D3, VCU_INV_Direction_Command, CW
000AE2D3, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D3, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D3, VCU_INV_Speed_Mode_Enable, 0
000AE2D3, VCU_INV_Torque_Limit_Command, 840.0
000AE2D3, VCU_INV_Torque_Command, -932
000AE2D3, VCU_INV_Speed_Command, -932
000AE2D3, VCU_INV_Direction_Command, CW
000AE2D3, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D3, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D3, VCU_INV_Speed_Mode_Enable, 1
000AE2D3, VCU_INV_Torque_Limit_Command, 820.0
000AE2D3, VCU_INV_Torque_Command, -929
000AE2D3, VCU_INV_Speed_Command, -929
000AE2D3, VCU_INV_Direction_Command, CW
000AE2D3, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D3, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D3, VCU_INV_Speed_Mode_Enable, 0
000AE2D3, VCU_INV_Torque_Limit_Command, 800.0
000AE2D3, VCU_INV_Torque_Command, -927
000AE2D3, VCU_INV_Speed_Command, -927
000AE2D3, VCU_INV_Direction_Command, CW
000AE2D3, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D3, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D3, VCU_INV_Speed_Mode_Enable, 1
000AE2D3, VCU_INV_Torque_Limit_Command, 780.0
000AE2D3, VCU_INV_Torque_Command, -925
000AE2D3, VCU_INV_Speed_Command, -925
000AE2D3, VCU_INV_Direction_Command, CW
000AE2D3, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D3, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D3, VCU_INV_Speed_Mode_Enable, 0
000AE2D3, VCU_INV_Torque_Limit_Command, 760.0
000AE2D3, VCU_INV_Torque_Command, -922
000AE2D3, VCU_INV_Speed_Command, -922
000AE2D3, VCU_INV_Direction_Command, CW
000AE2D3, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D3, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D3, VCU_INV_Speed_Mode_Enable, 1
000AE2D3, VCU_INV_Torque_Limit_Command, 740.0
000AE2D3, VCU_INV_Torque_Command, -920
000AE2D3, VCU_INV_Speed_Command, -920
000AE2D3, VCU_INV_Direction_Command, CW
000AE2D3, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D3, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D3, VCU_INV_Speed_Mode_Enable, 0
000AE2D3, VCU_INV_Torque_Limit_Command, 720.0
000AE2D3, VCU_INV_Torque_Command, -917
000AE2D3, VCU_INV_Speed_Command, -917
000AE2D3, VCU_INV_Direction_Command, CW
000AE2D3, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D3, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D3, VCU_INV_Speed_Mode_Enable, 1
000AE2D3, VCU_INV_Torque_Limit_Command, 700.0
000AE2D4, VCU_INV_Torque_Command, -915
000AE2D4, VCU_INV_Speed_Command, -915
000AE2D4, VCU_INV_Direction_Command, CW
000AE2D4, VCU_INV_Inverter_Enable, Turn the inverter OFF
000AE2D4, VCU_INV_Inverter_Discharge, Discharge Disable
000AE2D4, VCU_INV_Speed_Mode_Enable, 0
000AE2D4, VCU_INV_Torque_Limit_Command, 680.0
000AE2D4, VCU_INV_Torque_Command, -912
000AE2D4, VCU_INV_Speed_Command, -912
000AE2D4, VCU_INV_Direction_Command, CW
000AE2D4, VCU_INV_Inverter_Enable, Turn the Inverter ON
000AE2D4, VCU_INV_Inverter_Discharge, Discharge Enable if EEPROM param
000AE2D4, VCU_INV_Speed_Mode_Enable, 1
000AE2D4, VCU_INV_Torque_Limit_Command, 660.0
000AE2D4, VCU_INV_Torque_Command, -910
000AE2D4, VCU_INV_Speed_Command, -910
000AE2D4, VCU_INV_Direction_Command, CW
